date,cancel_public_events,school_closing,restrictions_on_gathering,close_public_transport,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt/contract_relief,public_information_campaigns,testing_policy,contact_tracing,facial_coverings,vaccination_policy,protection_of_elderly_people,total_cases,new_cases,total_deaths,new_deaths,workplace_closing,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred
2020-04-22,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,279970.0,11007.0,52995.0,1949.0,3.0,0.0,0.0,0.0
2020-04-23,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,290280.0,10310.0,54715.0,1720.0,3.0,0.0,0.0,0.0
2020-04-24,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,300214.0,9934.0,56730.0,2015.0,3.0,0.0,0.0,0.0
2020-04-25,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,307719.0,7505.0,58464.0,1734.0,3.0,0.0,0.0,0.0
2020-04-26,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,314663.0,6944.0,59722.0,1258.0,3.0,0.0,0.0,0.0
2020-04-27,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,324104.0,9441.0,60908.0,1186.0,3.0,0.0,0.0,0.0
2020-04-28,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,333544.0,9440.0,62678.0,1770.0,3.0,0.0,0.0,0.0
2020-04-29,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,344412.0,10868.0,64264.0,1586.0,3.0,0.0,0.0,0.0
2020-04-30,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,354329.0,9917.0,65678.0,1414.0,3.0,0.0,0.0,0.0
2020-05-01,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,363822.0,9493.0,67162.0,1484.0,3.0,0.0,0.0,0.0
2020-05-02,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,370301.0,6479.0,68451.0,1289.0,3.0,0.0,0.0,0.0
2020-05-03,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,376277.0,5976.0,69366.0,915.0,3.0,0.0,0.0,0.0
2020-05-04,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,383053.0,6776.0,70314.0,948.0,3.0,0.0,0.0,0.0
2020-05-05,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,390423.0,7370.0,71682.0,1368.0,3.0,0.0,0.0,0.0
2020-05-06,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,398086.0,7663.0,72956.0,1274.0,3.0,0.0,0.0,0.0
2020-05-07,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,405640.0,7554.0,74045.0,1089.0,3.0,0.0,0.0,0.0
2020-05-08,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,411753.0,6113.0,75193.0,1148.0,3.0,0.0,0.0,0.0
2020-05-09,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,416073.0,4320.0,76007.0,814.0,3.0,0.0,0.0,0.0
2020-05-10,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,420731.0,4658.0,76718.0,711.0,3.0,0.0,0.0,0.0
2020-05-11,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,427926.0,7195.0,77333.0,615.0,3.0,0.0,0.0,0.0
2020-05-12,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,434725.0,6799.0,78388.0,1055.0,3.0,0.0,0.0,0.0
2020-05-13,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,441353.0,6628.0,79289.0,901.0,3.0,0.0,0.0,0.0
2020-05-14,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,446592.0,5239.0,80106.0,817.0,3.0,0.0,0.0,0.0
2020-05-15,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,451639.0,5047.0,80877.0,771.0,3.0,0.0,0.0,0.0
2020-05-16,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,455786.0,4147.0,81707.0,830.0,3.0,0.0,0.0,0.0
2020-05-17,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,459449.0,3663.0,82151.0,444.0,3.0,0.0,0.0,0.0
2020-05-18,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,464604.0,5155.0,82704.0,553.0,2.0,0.0,0.0,0.0
2020-05-19,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,470708.0,6104.0,83576.0,872.0,2.0,0.0,0.0,0.0
2020-05-20,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,476133.0,5425.0,84257.0,681.0,2.0,0.0,0.0,0.0
2020-05-21,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,481242.0,5109.0,84872.0,615.0,2.0,0.0,0.0,0.0
2020-05-22,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,485329.0,4087.0,85463.0,591.0,2.0,0.0,0.0,0.0
2020-05-23,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,488368.0,3039.0,85967.0,504.0,2.0,0.0,0.0,0.0
2020-05-24,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,491089.0,2721.0,86627.0,660.0,2.0,0.0,0.0,0.0
2020-05-25,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,494321.0,3232.0,87010.0,383.0,2.0,0.0,0.0,0.0
2020-05-26,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,498041.0,3720.0,87441.0,431.0,2.0,0.0,0.0,0.0
2020-05-27,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,501668.0,3627.0,88145.0,704.0,2.0,0.0,0.0,0.0
2020-05-28,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,505159.0,3491.0,88776.0,631.0,2.0,0.0,0.0,0.0
2020-05-29,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,508194.0,3035.0,89304.0,528.0,2.0,0.0,0.0,0.0
2020-05-30,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,510425.0,2231.0,89677.0,373.0,2.0,0.0,0.0,0.0
2020-05-31,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,512574.0,2149.0,89932.0,255.0,2.0,0.0,0.0,0.0
2020-06-01,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,515447.0,2873.0,90217.0,285.0,2.0,0.0,0.0,0.0
2020-06-02,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,518406.0,2959.0,90699.0,482.0,2.0,0.0,0.0,0.0
2020-06-03,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,521117.0,2711.0,91156.0,457.0,2.0,0.0,0.0,0.0
2020-06-04,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,523600.0,2483.0,91469.0,313.0,2.0,0.0,0.0,0.0
2020-06-05,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,525828.0,2228.0,91911.0,442.0,2.0,0.0,0.0,0.0
2020-06-06,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,527423.0,1595.0,92205.0,294.0,2.0,0.0,0.0,0.0
2020-06-07,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,528862.0,1439.0,92422.0,217.0,2.0,0.0,0.0,0.0
2020-06-08,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,531047.0,2185.0,92630.0,208.0,2.0,0.0,0.0,0.0
2020-06-09,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,533365.0,2318.0,92962.0,332.0,2.0,0.0,0.0,0.0
2020-06-10,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,535743.0,2378.0,93292.0,330.0,2.0,0.0,0.0,0.0
2020-06-11,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,537757.0,2014.0,93489.0,197.0,2.0,0.0,0.0,0.0
