date,cancel_public_events,school_closing,restrictions_on_gathering,close_public_transport,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt/contract_relief,public_information_campaigns,testing_policy,contact_tracing,facial_coverings,vaccination_policy,protection_of_elderly_people,total_cases,new_cases,total_deaths,new_deaths,workplace_closing,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred
2020-06-12,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,539863.0,2106.0,93755.0,266.0,2.0,0.0,0.0,0.0
2020-06-13,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,541636.0,1773.0,93963.0,208.0,2.0,0.0,0.0,0.0
2020-06-14,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,543269.0,1633.0,94126.0,163.0,2.0,0.0,0.0,0.0
2020-06-15,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,545340.0,2071.0,94262.0,136.0,2.0,0.0,0.0,0.0
2020-06-16,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,547520.0,2180.0,94502.0,240.0,2.0,0.0,0.0,0.0
2020-06-17,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,549534.0,2014.0,94717.0,215.0,2.0,0.0,0.0,0.0
2020-06-18,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,551576.0,2042.0,94874.0,157.0,2.0,0.0,0.0,0.0
2020-06-19,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,553549.0,1973.0,95046.0,172.0,2.0,0.0,0.0,0.0
2020-06-20,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,554898.0,1349.0,95204.0,158.0,2.0,0.0,0.0,0.0
2020-06-21,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,556156.0,1258.0,95315.0,111.0,2.0,0.0,0.0,0.0
2020-06-22,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,557947.0,1791.0,95412.0,97.0,2.0,0.0,0.0,0.0
2020-06-23,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,559712.0,1765.0,95603.0,191.0,2.0,0.0,0.0,0.0
2020-06-24,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,561263.0,1551.0,95791.0,188.0,2.0,0.0,0.0,0.0
2020-06-25,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,562686.0,1423.0,95998.0,207.0,2.0,0.0,0.0,0.0
2020-06-26,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,563990.0,1304.0,96154.0,156.0,2.0,0.0,0.0,0.0
2020-06-27,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,565276.0,1286.0,96267.0,113.0,2.0,0.0,0.0,0.0
2020-06-28,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,566120.0,844.0,96369.0,102.0,2.0,0.0,0.0,0.0
2020-06-29,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,567448.0,1328.0,96459.0,90.0,2.0,0.0,0.0,0.0
2020-06-30,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,568474.0,1026.0,96593.0,134.0,2.0,0.0,0.0,0.0
2020-07-01,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,569186.0,712.0,96744.0,151.0,2.0,0.0,0.0,0.0
2020-07-02,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,569796.0,610.0,96846.0,102.0,2.0,0.0,0.0,0.0
2020-07-03,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,570866.0,1070.0,96943.0,97.0,2.0,0.0,0.0,0.0
2020-07-04,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,571889.0,1023.0,97027.0,84.0,2.0,0.0,0.0,0.0
2020-07-05,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,572963.0,1074.0,97098.0,71.0,2.0,0.0,0.0,0.0
2020-07-06,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,574029.0,1066.0,97163.0,65.0,2.0,0.0,0.0,0.0
2020-07-07,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,575219.0,1190.0,97260.0,97.0,2.0,0.0,0.0,0.0
2020-07-08,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,576562.0,1343.0,97364.0,104.0,2.0,0.0,0.0,0.0
2020-07-09,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,577926.0,1364.0,97456.0,92.0,2.0,0.0,0.0,0.0
2020-07-10,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,579006.0,1080.0,97534.0,78.0,2.0,0.0,0.0,0.0
2020-07-11,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,580285.0,1279.0,97589.0,55.0,2.0,0.0,0.0,0.0
2020-07-12,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,581301.0,1016.0,97630.0,41.0,2.0,0.0,0.0,0.0
2020-07-13,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,582571.0,1270.0,97685.0,55.0,2.0,0.0,0.0,0.0
2020-07-14,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,584516.0,1945.0,97771.0,86.0,2.0,0.0,0.0,0.0
2020-07-15,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,585831.0,1315.0,97838.0,67.0,2.0,0.0,0.0,0.0
2020-07-16,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,587184.0,1353.0,97883.0,45.0,2.0,0.0,0.0,0.0
2020-07-17,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,588453.0,1269.0,97943.0,60.0,2.0,0.0,0.0,0.0
2020-07-18,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,589785.0,1332.0,97983.0,40.0,2.0,0.0,0.0,0.0
2020-07-19,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,590959.0,1174.0,98018.0,35.0,2.0,0.0,0.0,0.0
2020-07-20,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,592369.0,1410.0,98059.0,41.0,2.0,0.0,0.0,0.0
2020-07-21,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,593602.0,1233.0,98115.0,56.0,2.0,0.0,0.0,0.0
2020-07-22,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,594978.0,1376.0,98166.0,51.0,2.0,0.0,0.0,0.0
2020-07-23,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,596555.0,1577.0,98211.0,45.0,2.0,0.0,0.0,0.0
2020-07-24,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,598097.0,1542.0,98262.0,51.0,2.0,0.0,0.0,0.0
2020-07-25,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,599394.0,1297.0,98300.0,38.0,2.0,0.0,0.0,0.0
2020-07-26,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,600702.0,1308.0,98340.0,40.0,2.0,0.0,0.0,0.0
2020-07-27,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,602256.0,1554.0,98361.0,21.0,2.0,0.0,0.0,0.0
2020-07-28,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,603659.0,1403.0,98408.0,47.0,2.0,0.0,0.0,0.0
2020-07-29,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,605518.0,1859.0,98470.0,62.0,2.0,0.0,0.0,0.0
2020-07-30,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,607310.0,1792.0,98487.0,17.0,2.0,0.0,0.0,0.0
2020-07-31,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,608888.0,1578.0,98538.0,51.0,2.0,0.0,0.0,0.0
2020-08-01,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,610208.0,1320.0,98571.0,33.0,2.0,0.0,0.0,0.0
2020-08-02,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,611515.0,1307.0,98593.0,22.0,2.0,0.0,0.0,0.0
2020-08-03,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,613513.0,1998.0,98617.0,24.0,2.0,0.0,0.0,0.0
2020-08-04,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,615249.0,1736.0,98662.0,45.0,2.0,0.0,0.0,0.0
2020-08-05,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,617232.0,1983.0,98689.0,27.0,2.0,0.0,0.0,0.0
2020-08-06,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,619287.0,2055.0,98728.0,39.0,2.0,0.0,0.0,0.0
2020-08-07,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,621131.0,1844.0,98764.0,36.0,2.0,0.0,0.0,0.0
2020-08-08,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,622599.0,1468.0,98789.0,25.0,2.0,0.0,0.0,0.0
2020-08-09,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,624288.0,1689.0,98813.0,24.0,2.0,0.0,0.0,0.0
2020-08-10,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,626603.0,2315.0,98856.0,43.0,2.0,0.0,0.0,0.0
2020-08-11,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,629129.0,2526.0,98889.0,33.0,2.0,0.0,0.0,0.0
2020-08-12,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,631380.0,2251.0,98933.0,44.0,2.0,0.0,0.0,0.0
2020-08-13,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,633665.0,2285.0,98974.0,41.0,2.0,0.0,0.0,0.0
2020-08-14,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,636290.0,2625.0,99003.0,29.0,2.0,0.0,0.0,0.0
2020-08-15,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,638016.0,1726.0,99029.0,26.0,2.0,0.0,0.0,0.0
2020-08-16,2.0,2.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,639723.0,1707.0,99049.0,20.0,2.0,0.0,0.0,0.0
2020-08-17,2.0,2.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,641734.0,2011.0,99073.0,24.0,2.0,0.0,0.0,0.0
2020-08-18,2.0,2.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,643939.0,2205.0,99100.0,27.0,2.0,0.0,0.0,0.0
2020-08-19,2.0,2.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,646033.0,2094.0,99129.0,29.0,2.0,0.0,0.0,0.0
2020-08-20,2.0,2.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,648713.0,2680.0,99151.0,22.0,2.0,0.0,0.0,0.0
2020-08-21,2.0,2.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,650964.0,2251.0,99163.0,12.0,2.0,0.0,0.0,0.0
2020-08-22,2.0,2.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,653094.0,2130.0,99193.0,30.0,2.0,0.0,0.0,0.0
2020-08-23,2.0,2.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,654966.0,1872.0,99216.0,23.0,2.0,0.0,0.0,0.0
2020-08-24,2.0,2.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,657239.0,2273.0,99230.0,14.0,2.0,0.0,0.0,0.0
2020-08-25,2.0,2.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,659693.0,2454.0,99268.0,38.0,2.0,0.0,0.0,0.0
2020-08-26,2.0,2.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,662129.0,2436.0,99300.0,32.0,2.0,0.0,0.0,0.0
2020-08-27,2.0,2.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,665242.0,3113.0,99324.0,24.0,2.0,0.0,0.0,0.0
2020-08-28,2.0,2.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,668150.0,2908.0,99345.0,21.0,2.0,0.0,0.0,0.0
2020-08-29,2.0,2.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,670488.0,2338.0,99365.0,20.0,2.0,0.0,0.0,0.0
2020-08-30,2.0,2.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,673374.0,2886.0,99377.0,12.0,2.0,0.0,0.0,0.0
2020-08-31,2.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,676293.0,2919.0,99397.0,20.0,2.0,0.0,0.0,0.0
2020-09-01,2.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,679876.0,3583.0,99411.0,14.0,2.0,0.0,0.0,0.0
2020-09-02,2.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,684461.0,4585.0,99436.0,25.0,2.0,0.0,0.0,0.0
2020-09-03,2.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,689348.0,4887.0,99458.0,22.0,2.0,0.0,0.0,0.0
2020-09-04,2.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,694380.0,5032.0,99483.0,25.0,2.0,0.0,0.0,0.0
2020-09-05,2.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,698744.0,4364.0,99509.0,26.0,2.0,0.0,0.0,0.0
2020-09-06,2.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,704197.0,5453.0,99524.0,15.0,2.0,0.0,0.0,0.0
2020-09-07,2.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,711076.0,6879.0,99551.0,27.0,2.0,0.0,0.0,0.0
2020-09-08,2.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,716906.0,5830.0,99599.0,48.0,2.0,0.0,0.0,0.0
2020-09-09,2.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,722930.0,6024.0,99621.0,22.0,2.0,0.0,0.0,0.0
2020-09-10,2.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,729477.0,6547.0,99651.0,30.0,2.0,0.0,0.0,0.0
2020-09-11,2.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,736340.0,6863.0,99677.0,26.0,2.0,0.0,0.0,0.0
2020-09-12,2.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,742507.0,6167.0,99709.0,32.0,2.0,0.0,0.0,0.0
2020-09-13,2.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,747991.0,5484.0,99734.0,25.0,2.0,0.0,0.0,0.0
2020-09-14,2.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,754040.0,6049.0,99764.0,30.0,2.0,0.0,0.0,0.0
2020-09-15,2.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,760694.0,6654.0,99817.0,53.0,2.0,0.0,0.0,0.0
2020-09-16,2.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,769084.0,8390.0,99868.0,51.0,2.0,0.0,0.0,0.0
2020-09-17,2.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,777154.0,8070.0,99927.0,59.0,2.0,0.0,0.0,0.0
2020-09-18,2.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,786449.0,9295.0,99984.0,57.0,2.0,0.0,0.0,0.0
2020-09-19,2.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,795760.0,9311.0,100036.0,52.0,2.0,0.0,0.0,0.0
2020-09-20,2.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,804999.0,9239.0,100094.0,58.0,2.0,0.0,0.0,0.0
2020-09-21,2.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,814994.0,9995.0,100135.0,41.0,2.0,0.0,0.0,0.0
2020-09-22,2.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,826361.0,11367.0,100211.0,76.0,2.0,0.0,0.0,0.0
2020-09-23,2.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,839635.0,13274.0,100306.0,95.0,2.0,0.0,0.0,0.0
2020-09-24,2.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,853951.0,14316.0,100380.0,74.0,2.0,0.0,0.0,0.0
2020-09-25,2.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,868142.0,14191.0,100455.0,75.0,2.0,0.0,0.0,0.0
2020-09-26,2.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,880993.0,12851.0,100536.0,81.0,2.0,0.0,0.0,0.0
2020-09-27,2.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,893708.0,12715.0,100609.0,73.0,2.0,0.0,0.0,0.0
2020-09-28,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,907735.0,14027.0,100677.0,68.0,2.0,0.0,0.0,0.0
2020-09-29,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,925245.0,17510.0,100796.0,119.0,2.0,0.0,0.0,0.0
2020-09-30,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,945070.0,19825.0,100928.0,132.0,2.0,0.0,0.0,0.0
2020-10-01,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,965342.0,20272.0,101058.0,130.0,2.0,0.0,0.0,0.0
2020-10-02,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,986164.0,20822.0,101198.0,140.0,2.0,0.0,0.0,0.0
2020-10-03,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,1010702.0,24538.0,101317.0,119.0,2.0,0.0,0.0,0.0
2020-10-04,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,3.0,1045616.0,34914.0,101413.0,96.0,2.0,0.0,0.0,0.0
2020-10-05,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,3.0,1074963.0,29347.0,101500.0,87.0,2.0,0.0,0.0,0.0
2020-10-06,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,3.0,1106755.0,31792.0,101660.0,160.0,2.0,0.0,0.0,0.0
2020-10-07,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,3.0,1139491.0,32736.0,101840.0,180.0,2.0,0.0,0.0,0.0
2020-10-08,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,3.0,1175457.0,35966.0,102014.0,174.0,2.0,0.0,0.0,0.0
2020-10-09,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,3.0,1205215.0,29758.0,102197.0,183.0,2.0,0.0,0.0,0.0
2020-10-10,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,3.0,1233032.0,27817.0,102385.0,188.0,2.0,0.0,0.0,0.0
2020-10-11,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,3.0,1258112.0,25080.0,102578.0,193.0,2.0,0.0,0.0,0.0
2020-10-12,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,3.0,1291763.0,33651.0,102748.0,170.0,2.0,0.0,0.0,0.0
2020-10-13,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,3.0,1328114.0,36351.0,103010.0,262.0,2.0,0.0,0.0,0.0
2020-10-14,2.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,3.0,1367757.0,39643.0,103270.0,260.0,2.0,0.0,0.0,0.0
2020-10-15,2.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,3.0,1405346.0,37589.0,103560.0,290.0,2.0,0.0,0.0,0.0
2020-10-16,2.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,3.0,1438896.0,33550.0,103858.0,298.0,2.0,0.0,0.0,0.0
2020-10-17,2.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,3.0,1469954.0,31058.0,104194.0,336.0,2.0,0.0,0.0,0.0
2020-10-18,2.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,3.0,1501260.0,31306.0,104428.0,234.0,2.0,0.0,0.0,0.0
2020-10-19,2.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,3.0,1545950.0,44690.0,104701.0,273.0,2.0,0.0,0.0,0.0
2020-10-20,2.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,3.0,1592904.0,46954.0,105152.0,451.0,2.0,0.0,0.0,0.0
2020-10-21,2.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,3.0,1645315.0,52411.0,105575.0,423.0,2.0,0.0,0.0,0.0
2020-10-22,2.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,3.0,1690032.0,44717.0,106006.0,431.0,2.0,0.0,0.0,0.0
2020-10-23,2.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,3.0,1732259.0,42227.0,106455.0,449.0,2.0,0.0,0.0,0.0
2020-10-24,2.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,3.0,1771707.0,39448.0,106848.0,393.0,2.0,0.0,0.0,0.0
