date,containment_and_health,stringency,economics_sup,total_cases,new_cases,total_deaths,new_deaths,gov_response,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
2020-04-06,0.10591430630621743,0.13181528987061011,0.05652911249293386,7.0,2.0,1.0,1.0,0.10089938594947535,0.0,0.0,0.0,0.0
2020-04-07,0.10591430630621743,0.13181528987061011,0.05652911249293386,7.0,0.0,1.0,0.0,0.10089938594947535,0.0,0.0,0.0,0.0
2020-04-08,0.10591430630621743,0.13181528987061011,0.05652911249293386,8.0,1.0,1.0,0.0,0.10089938594947535,0.0,0.0,0.0,0.0
2020-04-09,0.10591430630621743,0.13181528987061011,0.05652911249293386,9.0,1.0,1.0,0.0,0.10089938594947535,0.0,0.0,0.0,0.0
2020-04-10,0.10591430630621743,0.13181528987061011,0.05652911249293386,10.0,1.0,2.0,1.0,0.10089938594947535,0.0,0.0,0.0,0.0
2020-04-11,0.10591430630621743,0.13181528987061011,0.05652911249293386,13.0,3.0,2.0,0.0,0.10089938594947535,0.0,0.0,0.0,0.0
2020-04-12,0.10591430630621743,0.13181528987061011,0.05652911249293386,14.0,1.0,2.0,0.0,0.10089938594947535,0.0,0.0,0.0,0.0
2020-04-13,0.10591430630621743,0.13181528987061011,0.05652911249293386,18.0,4.0,2.0,0.0,0.10089938594947535,0.0,0.0,0.0,0.0
2020-04-14,0.10591430630621743,0.13181528987061011,0.05652911249293386,18.0,0.0,2.0,0.0,0.10089938594947535,0.0,0.0,0.0,0.0
2020-04-15,0.10591430630621743,0.13181528987061011,0.05652911249293386,18.0,0.0,2.0,0.0,0.10089938594947535,0.0,0.0,0.0,0.0
2020-04-16,0.10591430630621743,0.13181528987061011,0.05652911249293386,18.0,0.0,2.0,0.0,0.10089938594947535,0.0,0.0,0.0,0.0
2020-04-17,0.10591430630621743,0.13181528987061011,0.05652911249293386,18.0,0.0,2.0,0.0,0.10089938594947535,0.0,0.0,0.0,0.0
2020-04-18,0.10591430630621743,0.13181528987061011,0.05652911249293386,18.0,0.0,2.0,0.0,0.10089938594947535,0.0,0.0,0.0,0.0
2020-04-19,0.10591430630621743,0.13181528987061011,0.05652911249293386,18.0,0.0,2.0,0.0,0.10089938594947535,0.0,0.0,0.0,0.0
2020-04-20,0.10591430630621743,0.13181528987061011,0.05652911249293386,18.0,0.0,2.0,0.0,0.10089938594947535,0.0,0.0,0.0,0.0
2020-04-21,0.10591430630621743,0.13181528987061011,0.05652911249293386,18.0,0.0,2.0,0.0,0.10089938594947535,0.0,0.0,0.0,0.0
2020-04-22,0.10591430630621743,0.13181528987061011,0.05652911249293386,18.0,0.0,2.0,0.0,0.10089938594947535,0.0,0.0,0.0,0.0
2020-04-23,0.10591430630621743,0.13181528987061011,0.05652911249293386,18.0,0.0,2.0,0.0,0.10089938594947535,0.0,0.0,0.0,0.0
2020-04-24,0.10591430630621743,0.13181528987061011,0.05652911249293386,18.0,0.0,2.0,0.0,0.10089938594947535,0.0,0.0,0.0,0.0
2020-04-25,0.10591430630621743,0.13181528987061011,0.05652911249293386,18.0,0.0,2.0,0.0,0.10089938594947535,0.0,0.0,0.0,0.0
2020-04-26,0.10591430630621743,0.13181528987061011,0.05652911249293386,18.0,0.0,2.0,0.0,0.10089938594947535,0.0,0.0,0.0,0.0
2020-04-27,0.10801074716623738,0.13506673368741848,0.05652911249293386,18.0,0.0,2.0,0.0,0.10278231007270261,0.0,0.0,0.0,0.0
2020-04-28,0.10801074716623738,0.13506673368741848,0.05652911249293386,18.0,0.0,2.0,0.0,0.10278231007270261,0.0,0.0,0.0,0.0
