date,containment_and_health,stringency,economics_sup,total_cases,new_cases,total_deaths,new_deaths,gov_response,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
2020-03-22,0.10558238702162934,0.16992210997041765,0.057892705519104595,433.0,66.0,3.0,3.0,0.09699146193828008,0.0,0.0,0.0,0.0
2020-03-23,0.1105485151068364,0.16992210997041765,0.057892705519104595,576.0,143.0,7.0,4.0,0.10111201424284752,0.0,0.0,0.0,0.0
2020-03-24,0.1105485151068364,0.16992210997041765,0.057892705519104595,794.0,218.0,11.0,4.0,0.10111201424284752,0.0,0.0,0.0,0.0
2020-03-25,0.12544689936245762,0.17830493406229161,0.057892705519104595,906.0,112.0,17.0,6.0,0.11349348150416799,0.0,0.0,0.0,0.0
2020-03-26,0.12544689936245762,0.17830493406229161,0.057892705519104595,1029.0,123.0,23.0,6.0,0.11349348150416799,0.0,0.0,0.0,0.0
2020-03-27,0.12544689936245762,0.17830493406229161,0.057892705519104595,1292.0,263.0,26.0,3.0,0.11349348150416799,0.0,0.0,0.0,0.0
2020-03-28,0.12544689936245762,0.17830493406229161,0.057892705519104595,1452.0,160.0,37.0,11.0,0.11349348150416799,0.0,0.0,0.0,0.0
2020-03-29,0.12544689936245762,0.17830493406229161,0.096487842531841,1815.0,363.0,43.0,6.0,0.1196941203086373,0.0,0.0,0.0,0.0
2020-03-30,0.1291610623841671,0.18460338027186174,0.1350829795445774,2109.0,294.0,65.0,22.0,0.12896536299391406,0.0,0.0,0.0,0.0
2020-03-31,0.14408031272417995,0.19720027269100204,0.1350829795445774,2245.0,136.0,82.0,17.0,0.14134683025523453,0.0,0.0,0.0,0.0
2020-04-01,0.14408031272417995,0.19720027269100204,0.1350829795445774,2460.0,215.0,92.0,10.0,0.14134683025523453,0.0,0.0,0.0,0.0
2020-04-02,0.14408031272417995,0.19720027269100204,0.1350829795445774,2738.0,278.0,115.0,23.0,0.14134683025523453,0.0,0.0,0.0,0.0
2020-04-03,0.14408031272417995,0.19720027269100204,0.1350829795445774,3183.0,445.0,133.0,18.0,0.14134683025523453,0.0,0.0,0.0,0.0
2020-04-04,0.14408031272417995,0.19720027269100204,0.1350829795445774,3613.0,430.0,146.0,13.0,0.14134683025523453,0.0,0.0,0.0,0.0
2020-04-05,0.14408031272417995,0.19720027269100204,0.1350829795445774,3864.0,251.0,151.0,5.0,0.14134683025523453,0.0,0.0,0.0,0.0
2020-04-06,0.14408031272417995,0.19720027269100204,0.1350829795445774,4057.0,193.0,176.0,25.0,0.14134683025523453,0.0,0.0,0.0,0.0
2020-04-07,0.14408031272417995,0.19720027269100204,0.1350829795445774,4417.0,360.0,197.0,21.0,0.14134683025523453,0.0,0.0,0.0,0.0
2020-04-08,0.14408031272417995,0.19720027269100204,0.1350829795445774,4761.0,344.0,220.0,23.0,0.14134683025523453,0.0,0.0,0.0,0.0
2020-04-09,0.14408031272417995,0.19720027269100204,0.1350829795445774,5202.0,441.0,248.0,28.0,0.14134683025523453,0.0,0.0,0.0,0.0
2020-04-10,0.14408031272417995,0.19720027269100204,0.1350829795445774,5467.0,265.0,270.0,22.0,0.14134683025523453,0.0,0.0,0.0,0.0
2020-04-11,0.14408031272417995,0.19720027269100204,0.1350829795445774,5990.0,523.0,291.0,21.0,0.14134683025523453,0.0,0.0,0.0,0.0
2020-04-12,0.14408031272417995,0.19720027269100204,0.1350829795445774,6300.0,310.0,316.0,25.0,0.14134683025523453,0.0,0.0,0.0,0.0
2020-04-13,0.14408031272417995,0.19720027269100204,0.1350829795445774,6633.0,333.0,331.0,15.0,0.14134683025523453,0.0,0.0,0.0,0.0
2020-04-14,0.14408031272417995,0.19720027269100204,0.1350829795445774,6879.0,246.0,351.0,20.0,0.14134683025523453,0.0,0.0,0.0,0.0
