date,containment_and_health,stringency,economics_sup,total_cases,new_cases,total_deaths,new_deaths,gov_response,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
2021-08-15,0.11298267750378603,0.08831945345531599,0.12642225031605564,324747.0,1758.0,5059.0,0.0,0.11462642323227454,6522249.0,3585244.0,3169492.0,0.0
2021-08-16,0.1129629252874392,0.08829731825394874,0.12642225031605564,326188.0,1441.0,5059.0,0.0,0.11460809766501118,6562519.0,3598646.0,3196888.0,0.0
2021-08-17,0.11294317307109238,0.08825304785121424,0.12642225031605564,327684.0,1496.0,5059.0,0.0,0.11458977209774783,6604186.0,3614542.0,3223317.0,0.0
2021-08-18,0.11292342085474558,0.088230912649847,0.12642225031605564,329388.0,1704.0,5074.0,15.0,0.11457144653048447,6641813.0,3626451.0,3249579.0,0.0
2021-08-19,0.11290366863839875,0.08820877744847977,0.12642225031605564,331206.0,1818.0,5074.0,0.0,0.11457144653048447,6679605.0,3641990.0,3272518.0,0.0
2021-08-20,0.11290366863839875,0.08818664224711252,0.12642225031605564,333304.0,2098.0,5074.0,0.0,0.11455312096322111,6699732.0,3654131.0,3280750.0,0.0
2021-08-21,0.11288391642205194,0.08816450704574526,0.12642225031605564,335429.0,2125.0,5074.0,0.0,0.11455312096322111,6720151.0,3662296.0,3293165.0,0.0
2021-08-22,0.11288391642205194,0.08816450704574526,0.12642225031605564,337117.0,1688.0,5074.0,0.0,0.11453479539595776,6746702.0,3673457.0,3308846.0,0.0
2021-08-23,0.11286416420570514,0.08812023664301077,0.12642225031605564,338707.0,1590.0,5074.0,0.0,0.11453479539595776,6779731.0,3683558.0,3332158.0,0.0
2021-08-24,0.11284441198935831,0.08809810144164351,0.12642225031605564,340278.0,1571.0,5074.0,0.0,0.11451646982869443,6809003.0,3693294.0,3352010.0,0.0
2021-08-25,0.11284441198935831,0.08807596624027626,0.12642225031605564,342329.0,2051.0,5092.0,18.0,0.11451646982869443,6837409.0,3702254.0,3371825.0,0.0
2021-08-26,0.11282465977301148,0.08805383103890903,0.12642225031605564,344195.0,1866.0,5092.0,0.0,0.11449814426143107,6866784.0,3712413.0,3391473.0,0.0
2021-08-27,0.11282465977301148,0.08803169583754179,0.12642225031605564,346070.0,1875.0,5092.0,0.0,0.11449814426143107,6884793.0,3722491.0,3399557.0,0.0
2021-08-28,0.11280490755666468,0.08803169583754179,0.12642225031605564,348067.0,1997.0,5092.0,0.0,0.1144798186941677,6902815.0,3731321.0,3408779.0,0.0
2021-08-29,0.11280490755666468,0.08800956063617453,0.12642225031605564,349773.0,1706.0,5092.0,0.0,0.1144798186941677,6919108.0,3736472.0,3420005.0,0.0
2021-08-30,0.11499740357116123,0.09183895047270829,0.12642225031605564,351065.0,1292.0,5092.0,0.0,0.11625739871871296,6936223.0,3740687.0,3433050.0,0.0
2021-08-31,0.1149578991384676,0.09177254486860655,0.12642225031605564,352447.0,1382.0,5092.0,0.0,0.11623907315144963,6953921.0,3745838.0,3445778.0,0.0
2021-09-01,0.1173676695327791,0.09600036832975074,0.12642225031605564,354236.0,1789.0,5112.0,20.0,0.11819990884862842,6971543.0,3751097.0,3458389.0,0.0
2021-09-02,0.11734791731643228,0.09595609792701625,0.12642225031605564,352529.0,0.0,5112.0,0.0,0.11818158328136506,6992566.0,3756041.0,3474634.0,0.0
2021-09-03,0.11732816510008548,0.09593396272564901,0.12642225031605564,353936.0,1407.0,5112.0,0.0,0.11816325771410172,7007917.0,3760806.0,3485355.0,0.0
2021-09-04,0.11732816510008548,0.09591182752428175,0.12642225031605564,355639.0,1703.0,5112.0,0.0,0.11814493214683836,7025131.0,3766116.0,3497260.0,0.0
2021-09-05,0.11730841288373865,0.09588969232291451,0.12642225031605564,356819.0,1180.0,5112.0,0.0,0.11814493214683836,7037058.0,3768355.0,3507023.0,0.0
2021-09-06,0.11728866066739185,0.09586755712154726,0.12642225031605564,357955.0,1136.0,5112.0,0.0,0.118126606579575,7050276.0,3771547.0,3517209.0,0.0
2021-09-07,0.11726890845104503,0.09582328671881277,0.12642225031605564,359420.0,1465.0,5112.0,0.0,0.11810828101231166,7067879.0,3774350.0,3532200.0,0.0
2021-09-08,0.1172491562346982,0.09577901631607828,0.12642225031605564,360957.0,1537.0,5155.0,43.0,0.1180899554450483,7085950.0,3777607.0,3547152.0,0.0
2021-09-09,0.1172294040183514,0.09575688111471102,0.12642225031605564,362228.0,1271.0,5155.0,0.0,0.11807162987778495,7103399.0,3781109.0,3561215.0,0.0
2021-09-10,0.1172096518020046,0.09571261071197654,0.12642225031605564,363847.0,1619.0,5155.0,0.0,0.11807162987778495,7117361.0,3783731.0,3572617.0,0.0
2021-09-11,0.11718989958565776,0.09569047551060927,0.12642225031605564,365313.0,1466.0,5155.0,0.0,0.11805330431052159,7132288.0,3785775.0,3585501.0,0.0
2021-09-12,0.11718989958565776,0.09566834030924204,0.12642225031605564,366659.0,1346.0,5155.0,0.0,0.11803497874325823,7141704.0,3787445.0,3593299.0,0.0
2021-09-13,0.11717014736931095,0.09564620510787479,0.12642225031605564,367536.0,877.0,5155.0,0.0,0.11803497874325823,7154120.0,3789075.0,3604167.0,0.0
2021-09-14,0.11715039515296415,0.09560193470514029,0.12642225031605564,368712.0,1176.0,5155.0,0.0,0.11801665317599488,7169912.0,3792497.0,3616675.0,0.0
2021-09-15,0.1171306429366173,0.09557979950377304,0.12642225031605564,367536.0,0.0,5179.0,24.0,0.11799832760873152,7182524.0,3794529.0,3627370.0,0.0
2021-09-16,0.1171108907202705,0.0955576643024058,0.12642225031605564,371301.0,3765.0,5179.0,0.0,0.11798000204146816,7199799.0,3797188.0,3642080.0,0.0
2021-09-17,0.1170911385039237,0.0955133938996713,0.12642225031605564,372687.0,1386.0,5179.0,0.0,0.11798000204146816,7213372.0,3799524.0,3653364.0,0.0
2021-09-18,0.1170911385039237,0.09549125869830406,0.12642225031605564,374143.0,1456.0,5179.0,0.0,0.11796167647420484,7223742.0,3801403.0,3661871.0,0.0
2021-09-19,0.11707138628757688,0.09549125869830406,0.12642225031605564,375367.0,1224.0,5179.0,0.0,0.11796167647420484,7230364.0,3802396.0,3667535.0,0.0
2021-09-20,0.11590600552311475,0.09341054976978283,0.12642225031605564,376517.0,1150.0,5179.0,0.0,0.1169904214092471,7238598.0,3803955.0,3674300.0,0.0
2021-09-21,0.11588625330676793,0.09338841456841558,0.12642225031605564,377937.0,1420.0,5179.0,0.0,0.1169904214092471,7248749.0,3805950.0,3682553.0,0.0
2021-09-22,0.11588625330676793,0.09336627936704833,0.12642225031605564,379366.0,1429.0,5209.0,30.0,0.11697209584198373,7259255.0,3807727.0,3691371.0,0.0
2021-09-23,0.1158665010904211,0.09336627936704833,0.12642225031605564,380720.0,1354.0,5209.0,0.0,0.11697209584198373,7268637.0,3809718.0,3698841.0,0.0
2021-09-24,0.1158665010904211,0.0933441441656811,0.12642225031605564,381883.0,1163.0,5209.0,0.0,0.1169537702747204,7277717.0,3812193.0,3705499.0,0.0
2021-09-25,0.1158467488740743,0.09332200896431384,0.12642225031605564,383218.0,1335.0,5209.0,0.0,0.1169537702747204,7286366.0,3813742.0,3712599.0,0.0
2021-09-26,0.1158467488740743,0.09332200896431384,0.12642225031605564,384677.0,1459.0,5209.0,0.0,0.1169537702747204,7292392.0,3814962.0,3716472.0,978.0
2021-09-27,0.1158467488740743,0.0932998737629466,0.12642225031605564,385721.0,1044.0,5209.0,0.0,0.11693544470745705,7299608.0,3816506.0,3721704.0,1511.0
2021-09-28,0.11582699665772747,0.0932998737629466,0.12642225031605564,387218.0,1497.0,5209.0,0.0,0.11693544470745705,7305658.0,3818236.0,3725412.0,2203.0
2021-09-29,0.11582699665772747,0.09327773856157935,0.12642225031605564,388665.0,1447.0,5249.0,40.0,0.11693544470745705,7312755.0,3819591.0,3729467.0,3968.0
2021-09-30,0.11582699665772747,0.09327773856157935,0.12642225031605564,389932.0,1267.0,5249.0,0.0,0.11693544470745705,7322616.0,3821493.0,3734696.0,6740.0
2021-10-01,0.11580724444138067,0.0932556033602121,0.12642225031605564,390989.0,1057.0,5249.0,0.0,0.11691711914019369,7329726.0,3823214.0,3738831.0,8034.0
2021-10-02,0.11580724444138067,0.0932556033602121,0.12642225031605564,392575.0,1586.0,5249.0,0.0,0.11691711914019369,7335156.0,3824419.0,3741861.0,9238.0
2021-10-03,0.11580724444138067,0.0932556033602121,0.12642225031605564,393626.0,1051.0,5249.0,0.0,0.11691711914019369,7341627.0,3824777.0,3743103.0,14127.0
2021-10-04,0.11580724444138067,0.09323346815884485,0.12642225031605564,394519.0,893.0,5249.0,0.0,0.11691711914019369,7354273.0,3825789.0,3746000.0,22934.0
2021-10-05,0.11580724444138067,0.09323346815884485,0.12642225031605564,395643.0,1124.0,5249.0,0.0,0.11691711914019369,7370286.0,3826794.0,3748617.0,35365.0
2021-10-06,0.11578749222503386,0.09323346815884485,0.12642225031605564,396625.0,982.0,5280.0,31.0,0.11691711914019369,7386276.0,3828050.0,3751365.0,47395.0
2021-10-07,0.11578749222503386,0.0932113329574776,0.12642225031605564,397831.0,1206.0,5280.0,0.0,0.11689879357293033,7402520.0,3829006.0,3754156.0,59940.0
2021-10-08,0.11578749222503386,0.0932113329574776,0.12642225031605564,399833.0,2002.0,5280.0,0.0,0.11689879357293033,7412240.0,3829749.0,3756542.0,66554.0
2021-10-09,0.11578749222503386,0.0932113329574776,0.12642225031605564,401773.0,1940.0,5280.0,0.0,0.11689879357293033,7418985.0,3831259.0,3760464.0,67869.0
2021-10-10,0.11578749222503386,0.0932113329574776,0.12642225031605564,403157.0,1384.0,5280.0,0.0,0.11689879357293033,7427170.0,3831612.0,3761616.0,74568.0
2021-10-11,0.11578749222503386,0.09318919775611036,0.12642225031605564,404514.0,1357.0,5280.0,0.0,0.11689879357293033,7440014.0,3832194.0,3763253.0,85213.0
2021-10-12,0.11576774000868703,0.09318919775611036,0.12642225031605564,405970.0,1456.0,5280.0,0.0,0.11689879357293033,7455145.0,3833191.0,3765338.0,97273.0
2021-10-13,0.11576774000868703,0.09318919775611036,0.12642225031605564,408021.0,2051.0,5306.0,26.0,0.11689879357293033,7471736.0,3833847.0,3766951.0,111603.0
2021-10-14,0.11576774000868703,0.09318919775611036,0.12642225031605564,409647.0,1626.0,5306.0,0.0,0.116880468005667,7485849.0,3834812.0,3769035.0,122676.0
2021-10-15,0.11576774000868703,0.09316706255474312,0.12642225031605564,411554.0,1907.0,5306.0,0.0,0.116880468005667,7497795.0,3836199.0,3771691.0,130593.0
2021-10-16,0.11576774000868703,0.09316706255474312,0.12642225031605564,413734.0,2180.0,5306.0,0.0,0.116880468005667,7504089.0,3837901.0,3774585.0,132293.0
2021-10-17,0.11576774000868703,0.09316706255474312,0.12642225031605564,415114.0,1380.0,5306.0,0.0,0.116880468005667,7511046.0,3838582.0,3775839.0,137321.0
2021-10-18,0.11576774000868703,0.09316706255474312,0.12642225031605564,416690.0,1576.0,5306.0,0.0,0.116880468005667,7524253.0,3839930.0,3777656.0,147376.0
2021-10-19,0.11574798779234023,0.09316706255474312,0.12642225031605564,419087.0,2397.0,5306.0,0.0,0.116880468005667,7538872.0,3842180.0,3779987.0,157414.0
2021-10-20,0.11574798779234023,0.09314492735337586,0.12642225031605564,421234.0,2147.0,5369.0,63.0,0.116880468005667,7553863.0,3843915.0,3781842.0,168826.0
2021-10-21,0.11574798779234023,0.09314492735337586,0.12642225031605564,423260.0,2026.0,5369.0,0.0,0.11686214243840362,7565444.0,3845422.0,3783776.0,176969.0
2021-10-22,0.11574798779234023,0.09314492735337586,0.12642225031605564,425725.0,2465.0,5369.0,0.0,0.11686214243840362,7570619.0,3847441.0,3785479.0,178423.0
2021-10-23,0.11574798779234023,0.09314492735337586,0.12642225031605564,428152.0,2427.0,5369.0,0.0,0.11686214243840362,7576135.0,3849397.0,3787667.0,179797.0
2021-10-24,0.11574798779234023,0.09314492735337586,0.12642225031605564,429877.0,1725.0,5369.0,0.0,0.11686214243840362,7578763.0,3850628.0,3788523.0,180340.0
2021-10-25,0.11574798779234023,0.09312279215200862,0.12642225031605564,431722.0,1845.0,5369.0,0.0,0.11686214243840362,7585789.0,3851868.0,3789763.0,184892.0
2021-10-26,0.11574798779234023,0.09312279215200862,0.12642225031605564,433902.0,2180.0,5369.0,0.0,0.11686214243840362,7596166.0,3853430.0,3791193.0,192283.0
2021-10-27,0.1157282355759934,0.09312279215200862,0.12642225031605564,435526.0,1624.0,5436.0,67.0,0.11686214243840362,7607496.0,3855585.0,3792892.0,199764.0
2021-10-28,0.11507641243654848,0.09197176168091176,0.12642225031605564,438124.0,2598.0,5436.0,0.0,0.11631237542050303,7617767.0,3857725.0,3794259.0,206530.0
2021-10-29,0.11507641243654848,0.09194962647954452,0.12642225031605564,440665.0,2541.0,5436.0,0.0,0.11631237542050303,7623430.0,3859745.0,3795713.0,208720.0
2021-10-30,0.11505666022020168,0.09194962647954452,0.12642225031605564,443631.0,2966.0,5436.0,0.0,0.11631237542050303,7627371.0,3861341.0,3797033.0,209745.0
2021-10-31,0.11505666022020168,0.09194962647954452,0.12642225031605564,445594.0,1963.0,5436.0,0.0,0.11631237542050303,0.0,0.0,0.0,0.0
2021-11-01,0.11505666022020168,0.09194962647954452,0.12642225031605564,448449.0,2855.0,5436.0,0.0,0.11631237542050303,7630838.0,3861625.0,3797325.0,212638.0
2021-11-02,0.11505666022020168,0.09194962647954452,0.12642225031605564,452172.0,3723.0,5436.0,0.0,0.11631237542050303,7641457.0,3862734.0,3798430.0,221053.0
2021-11-03,0.11505666022020168,0.09192749127817727,0.12642225031605564,455346.0,3174.0,5492.0,56.0,0.11631237542050303,7654549.0,3865275.0,3800317.0,229724.0
2021-11-04,0.11505666022020168,0.09192749127817727,0.12642225031605564,458370.0,3024.0,5492.0,0.0,0.11631237542050303,7669664.0,3866809.0,3801604.0,242020.0
2021-11-05,0.11505666022020168,0.09192749127817727,0.12642225031605564,462273.0,3903.0,5492.0,0.0,0.11629404985323968,7686751.0,3868440.0,3802705.0,256379.0
2021-11-06,0.11503690800385485,0.09192749127817727,0.12642225031605564,465958.0,3685.0,5492.0,0.0,0.11629404985323968,7701320.0,3870263.0,3804067.0,267769.0
